recId|seqNumber|seqLength|displayLatitude|displayLongitude|district|county|city|postalCode|state|country
64|64|64|14.63333|-16.23333|Muir||Tiébo|||SN
65|65|65|13.73417|-89.71472|Sunfield||Sonzacate|||SV
66|66|66|36.41667|139.8|Lakewood Gardens||Mibu|||JP
67|67|67|13.28889|-87.03472|Crownhardt||Corpus|||HN
68|68|68|50.01491|20.11082|Stephen||Węgrzce Wielkie|||PL
69|69|69|-8.3011|123.2613|Atwood||Werangere|||ID
70|70|70|15.90496|120.53719|Forest Dale||Capulaan|||PH
71|71|71|37.06034|122.34832|Commercial||Tengjia|||CN
72|72|72|35.53885|24.15554|Longview||Mouzourás|||GR
73|73|73|45.39361|40.76583|Manufacturers||Maykopskoye|||RU
74|74|74|40.6361|22.38884|Fuller||Nisí|||GR
75|75|75|44.34203|17.27059|Charing Cross||Jajce|||BA
76|76|76|-9.9543|124.4632|Coolidge||Oelui|||ID
77|77|77|-8.76761|160.70335|Hanover||Auki|||SB
78|78|78|29.8663|114.31131|Marquette||Fushan|||CN
79|79|79|30.12932|121.2371|Summerview||Henghe|||CN
80|80|80|15.08333|-87.88333|Melody||El Olivar|||HN
81|81|81|0.87136|-77.64027|Continental||Pupiales|||CO
82|82|82|-14.06777|-75.72861|Annamark||Ica|||PE
83|83|83|54.33389|93.25944|Dovetail||Krasnokamensk|||RU
84|84|84|52.1874|25.1597|Service||Drahichyn|||BY
85|85|85|9.21667|41.1|Kennedy||Hīrna|||ET
86|86|86|27.51947|117.33491|Pond||Hangchuan|||CN
87|87|87|48.7963|2.3366|Helena|A8|Cachan|94234 CEDEX|Île-de-France|FR
88|88|88|-32.90323|18.75704|Southridge||Piketberg|||ZA
89|89|89|26.18981|118.37426|Transport||Xiwei|||CN
90|90|90|9.99559|-84.09656|Little Fleur||San Pablo|||CR
91|91|91|4.82876|96.16073|Farmco||Geumpang|||ID
92|92|92|27.5933|77.7567|Bunker Hill|UP|Sadar Bazar|281002|Uttar Pradesh|IN
93|93|93|40.0167|-8.7167|Pond|10|Valado dos Frades|2450-305|Leiria|PT
94|94|94|13.23333|-61.26667|Swallow||Barrouallie|||VC
95|95|95|53.5511|9.97|Hovde|HH|Hamburg Sankt Pauli|20459|Hamburg|DE
96|96|96|30.75215|121.12603|Upham||Guangchen|||CN
97|97|97|67.2588|15.3918|Red Cloud|18|Fauske|8206|Nordland|NO
98|98|98|10.1476|123.6953|Pine View||Balud|||PH
99|99|99|-37.78333|175.28333|Menomonie||Hamilton|||NZ
100|100|100|26.72918|33.93651|Meadow Vale||Būr Safājah|||EG
101|101|101|-11.47278|43.38444|Banding||Itsandzéni|||KM
102|102|102|-6.8933|111.6899|Oriole||Krajan Demit|||ID
103|103|103|40.43861|19.84444|Pierstorff||Krahës|||AL
104|104|104|37.79139|20.89528|Clemons||Zákynthos|||GR
105|105|105|35.28262|25.18684|Loomis||Skalánion|||GR
106|106|106|50.00263|26.42824|Larry||Lyakhovtsy|||UA
107|107|107|53.27438|50.99848|Doe Crossing||Georgiyevka|||RU
108|108|108|30.66879|120.78848|Rieder||Yuxin|||CN
109|109|109|41.2408|-8.3614|Butterfield|13|Felgueiras|4610-104|Porto|PT
110|110|110|-20.4725|-45.12556|Mitchell||Itapecerica|||BR
111|111|111|-1.1538|136.04786|Express||Insrom|||ID
112|112|112|-21.59556|-48.81278|Bonner||Itápolis|||BR
113|113|113|-6.34156|106.07674|Fairfield||Cibebek|||ID
114|114|114|-4.71335|104.79954|Hoepker||Ketapang|||ID
115|115|115|-10.8026|123.135|Union||Kolobolon|||ID
116|116|116|34.0725|105.73694|Carioca||Mayanhe|||CN
117|117|117|34.15501|109.95423|Anzinger||Bao’an|||CN
118|118|118|-7.5605|108.2573|Nevada||Ciganaria|||ID
119|119|119|12.2549|109.09332|Montana||Diên Khánh|||VN
120|120|120|51.08202|28.40057|Pleasure||Luhyny|||UA
121|121|121|47.42018|40.09132|Sachs||Novocherkassk|||RU
122|122|122|18.18188|103.74793|Raven||Si Wilai|||TH
123|123|123|25.87308|115.0108|Golf Course||Meilin|||CN
124|124|124|60.71611|-135.05375|Main||Whitehorse|||CA
125|125|125|41.3083|-8.6667|Brickson Park|13|Tapado|4640-580|Porto|PT
126|126|126|28.40051|116.89983|Calypso||Jinjiang|||CN
127|127|127|59.43639|24.94833|Talmadge||Loo|||EE
128|128|128|13.8634|122.0677|Village||Mabunga|||PH
129|129|129|14.78667|-90.45111|Hintze||San Pedro Ayampuc|||GT
130|130|130|-11.46667|-69.3|Mayer||San Lorenzo|||PE
131|131|131|54.0658|54.9468|Hazelcrest||Rayevskiy|||RU
132|132|132|29.32175|117.15026|Lien||Hongyuan|||CN
133|133|133|18.2519|-98.0547|Vernon|PUE|San Isidro|74960|Puebla|MX
134|134|134|28.34216|114.4344|Hallows||Gaocun|||CN
135|135|135|47.5|19.0833|Elgar|BU|Budapest|1086|Budapest|HU
136|136|136|-6.9674|112.5513|Morning||Sidomulyo|||ID
137|137|137|-38.82803|-62.69355|Riverside||Médanos|||AR
138|138|138|15.72892|120.57224|Mockingbird||Burgos|||PH
139|139|139|-21.76333|-52.11556|Helena||Presidente Epitácio|||BR
140|140|140|-22.74194|-46.90139|Pond||Pedreira|||BR
141|141|141|6.17358|-75.33621|Dorton||Marinilla|||CO
142|142|142|40.3632|-8.4731|Eggendart|01|Mealhada|3050-300|Aveiro|PT
143|143|143|29.84631|117.80778|Northland||Jinzipai|||CN
144|144|144|23.61535|116.75398|Manufacturers||Tiepu|||CN
145|145|145|20.94301|105.93119|Northfield||Văn Giang|||VN
146|146|146|40.71806|20.43806|Roth||Moglicë|||AL
147|147|147|33.70439|8.96903|Delaware||Kebili|||TN
148|148|148|-30.40001|27.70027|Maple Wood||Quthing|||LS
149|149|149|48|0.2|Carberry|B5|Le Mans|72080 CEDEX 9|Pays de la Loire|FR
150|150|150|33.26852|113.48105|Carberry||Yangzhuang|||CN
151|151|151|41.2333|-8.43|Kedzie|13|Santiago de Subrrifana|4560-776|Porto|PT
152|152|152|14.10574|45.44807|Nova||Dhī Nā‘im|||YE
153|153|153|-6.9099|106.3566|Hintze||Cijengkol|||ID
154|154|154|7.59167|124.68889|Moland||Matinao|||PH
155|155|155|-15.76667|-70.25|Fordem||Vilque|||PE
156|156|156|48.34731|33.50034|Sage||Zhovti Vody|||UA
157|157|157|35.04161|101.47153|Havey||Qiakeri|||CN
158|158|158|42.39063|18.91417|Messerschmidt||Cetinje|||ME
159|159|159|-7.164|111.494|Steensland||Kedungtuban|||ID
160|160|160|9.53567|99.93567|Chive||Ko Samui|||TH
161|161|161|-5.66667|-74.15|Leroy||Iberia|||PE
162|162|162|-19.88|-43.66972|Starling||Caeté|||BR
163|163|163|56.49771|84.97437|Charing Cross||Tomsk|||RU
164|164|164|-10.98139|26.73333|Rowland||Likasi|||CD
165|165|165|51.61999|20.94887|Kipling||Sucha|||PL
166|166|166|25.36861|51.22639|Washington||Ash Shaḩānīyah|||QA
167|167|167|59.36|18.0009|Brickson Park|AB|Solna|171 49|Stockholm|SE
168|168|168|5.3117|103.1199|Cody|TRG|Kuala Terengganu|20668|Terengganu|MY
169|169|169|8.84583|125.16639|Blue Bill Park||Odiongan|||PH
170|170|170|31.47292|113.42532|Debs||Luoyang|||CN
171|171|171|-8.17529|112.63594|Bartillon||Gongdanglegi Kulon|||ID
172|172|172|-1.45583|-48.50444|Packers||Belém|||BR
173|173|173|7.79139|126.45333|Hanson||Cateel|||PH
174|174|174|26.18981|118.37426|Cambridge||Xiwei|||CN
175|175|175|3.30436|97.96793|Holy Cross||Lawepakam|||ID
176|176|176|57.46931|42.28431|Miller||Zarechnyy|||RU
177|177|177|27.43101|119.7375|Ridgeview||Zhouling|||CN
178|178|178|35.78159|37.49919|Clove||Khanāşir|||SY
179|179|179|32.09583|114.12028|Kinsman||Pingqiao|||CN
180|180|180|57.721|12.9401|Katie|O|Borås|504 31|Västra Götaland|SE
181|181|181|40.4165|-3.7026|Raven|MD|Madrid|28055|Madrid|ES
182|182|182|7.01667|39.98333|Fremont||Goba|||ET
183|183|183|41.2435|-95.9629|Gina|NE|Omaha|68105|Nebraska|US
184|184|184|5.9765|116.1158|Lien|SBH|Kota Kinabalu|88564|Sabah|MY
185|185|185|-22.43333|26.41667|Tomscot||Moijabana|||BW
186|186|186|6.03131|-75.43333|Cottonwood||La Ceja|||CO
187|187|187|46.13088|32.7691|Pawling||Krasne|||UA
188|188|188|59.6162|16.5528|Bunker Hill|U|Västerås|721 85|Västmanland|SE
189|189|189|36.76611|101.13194|Hermina||Bayan|||CN
190|190|190|34.92715|36.12323|Grim||Junaynat Raslān|||SY
191|191|191|56.68333|22.01667|Namekagon||Skrunda|||LV
192|192|192|44.54771|18.10003|Stang||Maglaj|||BA
193|193|193|-6.2112|105.9606|Moulton||Citasuk|||ID
194|194|194|48.91218|23.47303|Stone Corner||Tukhlya|||UA
195|195|195|2.89116|-72.13328|Blaine||Mapiripán|||CO
196|196|196|9.58333|8.3|Rutledge||Kafachan|||NG
197|197|197|38.85154|114.5503|Birchwood||Beitai|||CN
198|198|198|40.74556|19.49389|Melby||Dërmënas|||AL
199|199|199|55.28833|23.97472|Ruskin||Kėdainiai|||LT
200|200|200|14.608|-61.0093|Hovde|MQ|Le Lamentin|97283 CEDEX 1|Martinique|MQ
201|201|201|46.05307|13.61382|Memorial||Deskle|||SI
202|202|202|58.1972|15.0538|American Ash|E|Boxholm|590 14|Östergötland|SE
203|203|203|57.6746|-2.9278|Northridge|SCT|Milton|AB56|Scotland|GB
204|204|204|5.37073|-76.6044|Eliot||Cértegui|||CO
205|205|205|-15.61532|-43.59187|Northport||Barreiro do Jaíba|||BR
206|206|206|-6.9215|111.8216|Knutson||Sidonganti|||ID
207|207|207|55.98553|40.01111|Express||Sobinka|||RU
208|208|208|29.14819|105.37391|Crescent Oaks||Fuji|||CN
209|209|209|28.63765|120.25756|Clemons||Shuangxikou|||CN
210|210|210|59.3355|18.0582|Dottie|AB|Tomteboda|173 18|Stockholm|SE
211|211|211|48.7461|2.3527|Hayes|A8|Rungis|94659 CEDEX 1|Île-de-France|FR
212|212|212|-8.27694|-77.29639|Kenwood||Tayabamba|||PE
213|213|213|58.7238|11.3259|Hagan|O|Tanumshede|457 23|Västra Götaland|SE
214|214|214|-7.0359|113.8955|Mayfield||Cemara|||ID
215|215|215|5.75|38.91667|Claremont||Shakīso|||ET
216|216|216|39.0571|-7.2524|Longview|12|Elvas|7350-005|Portalegre|PT
217|217|217|43.8312|5.0359|Independence|B8|Cavaillon|84309 CEDEX|Provence-Alpes-Côte d'Azur|FR
218|218|218|28.54312|109.75801|Lillian||Hulu|||CN
219|219|219|46.5833|0.3333|Hallows|B7|Poitiers|86083 CEDEX 9|Poitou-Charentes|FR
220|220|220|23.48712|116.00339|Old Shore||Huizhai|||CN
221|221|221|-8.5081|114.1571|Carey||Pasembon|||ID
222|222|222|48.78583|44.77973|Debra||Volzhskiy|||RU
223|223|223|-12.34667|-75.78639|Birchwood||Laraos|||PE
224|224|224|49.25529|119.77385|Bunting||Jianshe|||CN
225|225|225|32.38806|35.93505|Lakewood||Balīlā|||JO
226|226|226|26.16418|32.72671|Buell||Qinā|||EG
227|227|227|31.96192|35.21338|Melody||Jifnā|||PS
228|228|228|50.6785|3.1493|Hintze|B4|Croix|59967 CEDEX|Nord-Pas-de-Calais|FR
229|229|229|30.17649|48.39775|Swallow||Nāḩiyat Baḩār|||IQ
230|230|230|8.31667|39.48333|Kedzie||Sirre|||ET
231|231|231|22.65784|114.00893|Morrow||Longhua|||CN
232|232|232|19.37762|-70.41762|Bunker Hill||Salcedo|||DO
233|233|233|40.60219|117.10461|Northport||Gaoling|||CN
234|234|234|-30.24057|-68.74693|Oak Valley||San José de Jáchal|||AR
235|235|235|49.57649|21.86811|Buhler||Rymanów|||PL
236|236|236|15.54994|102.56675|Caliangt||Sida|||TH
237|237|237|35.49576|135.74604|Lakeland||Obama|||JP
238|238|238|15.72778|-88.59444|Walton||Puerto Barrios|||GT
239|239|239|33.08362|100.47775|Summerview||Markog|||CN
240|240|240|36.69528|137.21139|Fallview||Toyama-shi|||JP
241|241|241|48.9002|2.3095|Lindbergh|A8|Clichy|92613 CEDEX|Île-de-France|FR
242|242|242|-34.65582|-58.65836|Hauk||Ituzaingó|||AR
243|243|243|15.9241|120.39649|Hayes||Taloy|||PH
244|244|244|60.53945|28.67756|Memorial||Sovetskiy|||RU
245|245|245|-8.8073|116.2626|Mifflin||Pengembur Dua|||ID
246|246|246|2.59179|98.02978|Reinke||Subulussalam|||ID
247|247|247|30.14111|-8.37221|Mariners Cove||Adar|||MA
248|248|248|45.49452|-73.82419|Cherokee||Dollard-Des Ormeaux|||CA
249|249|249|29.6297|-95.4382|Westerfield|TX|Houston|77045|Texas|US
250|250|250|49.37265|14.96089|Boyd||Černovice|||CZ
251|251|251|40.84995|25.87644|Westridge||Alexandroúpoli|||GR
252|252|252|62.11745|39.33131|Hayes||Konëvo|||RU
253|253|253|-6.718|111.487|Clyde Gallagher||Ngulangan|||ID
254|254|254|-0.5497|100.831|Susan||Kumanis|||ID
255|255|255|51.99006|22.55502|Loeprich||Trzebieszów|||PL
256|256|256|59.2833|18.0667|Sullivan|AB|Enskede|122 66|Stockholm|SE
257|257|257|32.90665|104.46445|Dixon||Tielou|||CN
258|258|258|17.33333|121.76667|Rockefeller||Bulu|||PH
259|259|259|-15.06665|35.22543|Fieldstone||Liwonde|||MW
260|260|260|45.45727|28.29317|Starling||Reni|||UA
261|261|261|-15.73333|-70.05|Bultman||Paucarcolla|||PE
262|262|262|39.1595|-9.2619|Briar Crest|11|Marteleira|2530-342|Lisboa|PT
263|263|263|40.36889|20.42444|Carey||Frashër|||AL
264|264|264|43.24206|46.00013|Sunfield||Tsotsin-Yurt|||RU
265|265|265|54.1|-9.31667|Mandrake||Crossmolina|||IE
266|266|266|5.71062|-75.31068|Heath||Sonsón|||CO
267|267|267|-17.45659|-63.65876|Comanche||Buena Vista|||BO
268|268|268|64.6268|16.6563|Superior|AC|Vilhelmina|912 24|Västerbotten|SE
269|269|269|38.8933|-77.0146|Fallview|DC|Washington|20051|District of Columbia|US
270|270|270|-7.2924|108.1998|Victoria||Pakemitan|||ID
271|271|271|-10.0396|120.754|Washington||Palamadu|||ID
272|272|272|34.97159|-3.15273|Prentice||Tiztoutine|||MA
273|273|273|40.6168|122.86091|Moose||Chagou|||CN
274|274|274|46.56165|126.1601|Laurel||Luhe|||CN
275|275|275|34.02833|108.58861|Warner||Shijing|||CN
276|276|276|34.06667|136.2|Westport||Owase|||JP
277|277|277|27.19306|103.5273|Maryland||Wenping|||CN
278|278|278|50.04901|16.08396|Armistice||Horní Jelení|||CZ
279|279|279|15.4173|119.9564|Dakota||Bulawin|||PH
280|280|280|6.63883|100.42342|Moland||Sadao|||TH
281|281|281|15.63981|43.55633|Rowland||Banī an Nahārī|||YE
282|282|282|52.31142|19.08437|Continental||Dąbrowice|||PL
283|283|283|53.32417|-6.32861|Johnson||Crumlin|||IE
284|284|284|13.6|123.3|Sloan||Curry|||PH
285|285|285|35.20125|102.52117|Bonner||Labrang|||CN
286|286|286|-8.1136|112.2869|Meadow Vale||Wonorejo Dua|||ID
287|287|287|40.15|-8.55|Memorial|06|Casal das Figueiras|3025-377|Coimbra|PT
288|288|288|46.7405|7.6207|Glendale|BE|Thun|3604|Kanton Bern|CH
289|289|289|43.58|21.33389|Myrtle||Kruševac|||RS
290|290|290|19.5423|-99.6316|Vidon|MEX|San Isidro|54730|Mexico|MX
291|291|291|-21.235|-45.75861|Sunfield||Campos Gerais|||BR
292|292|292|35.9675|128.93083|Pierstorff||Eisen|||KR
293|293|293|-5.7463|105.67707|Kenwood||Pasuruan|||ID
294|294|294|40.47013|50.32476|Dixon||Pirallahı|||AZ
295|295|295|43.285|28.0418|Arapahoe||Zlatni Pyasatsi|||BG
296|296|296|-26.77528|-51.015|Becker||Caçador|||BR
297|297|297|57.07583|24.32139|Wayridge||Ādaži|||LV
298|298|298|8.88333|11.36667|Hazelcrest||Jalingo|||NG
299|299|299|46.05996|126.55224|7th||Mengjia|||CN
300|300|300|49.83383|19.9383|Golf||Myślenice|||PL
301|301|301|40.12|64.50139|Corscot||Shofirkon|||UZ
302|302|302|46.9896|3.159|Dwight|A1|Nevers|58017 CEDEX|Bourgogne|FR
303|303|303|28.01731|120.66595|Kingsford||Wuma|||CN
304|304|304|28.9521|120.74332|Westridge||Guangdu|||CN
305|305|305|11.0598|17.9355|Moulton||Melfi|||TD
306|306|306|-18.05514|-63.42821|Havey||Jorochito|||BO
307|307|307|48.95493|16.99346|John Wall||Hovorany|||CZ
308|308|308|39.10925|117.19298|Sachtjen||Tiyuguan|||CN
309|309|309|-10.2621|29.92712|Loftsgordon||Luwingu|||ZM
310|310|310|10.33167|125.56194|Harper||Tubajon|||PH
311|311|311|19.12189|100.81106|Del Mar||Tha Wang Pha|||TH
312|312|312|11.86136|8.99714|Merry||Gaya|||NG
313|313|313|-7.1267|107.9903|Lunder||Pasirjengkol|||ID
314|314|314|55.6759|12.5655|Pine View|1084|København|1310|Region Hovedstaden|DK
315|315|315|24.51326|112.34514|Lakewood||Zhaigang|||CN
316|316|316|53.444|19.10171|Susan||Świecie nad Osą|||PL
317|317|317|49.0167|2.25|Fieldstone|A8|Saint-Leu-la-Forêt|95324 CEDEX|Île-de-France|FR
318|318|318|51.15016|34.31287|Little Fleur||Bilopillya|||UA
319|319|319|4.08466|-76.19536|Fremont||Tuluá|||CO
320|320|320|21.829|112.54336|Anzinger||Haiyan|||CN
321|321|321|-7.024|108.5918|Stuart||Cineumbeuy|||ID
322|322|322|47.38254|110.31647|Linden||Mörön|||MN
323|323|323|48.1203|11.5733|8th|BY|München|81543|Bayern|DE
324|324|324|-16.00528|-41.29722|Lakeland||Pedra Azul|||BR
325|325|325|-6.76694|-43.0225|Florence||Floriano|||BR
326|326|326|47.49989|-52.99806|Havey||Conception Bay South|||CA
327|327|327|53.03492|23.60996|Mayfield||Michałowo|||PL
328|328|328|-10.27167|-76.38889|Beilfuss||Cayna|||PE
329|329|329|41.40167|128.17778|Westport||Hyesan-si|||KP
330|330|330|32.80384|113.25886|Roxbury||Shuangmiaojie|||CN
331|331|331|43.77139|17.02833|Clemons||Vidoši|||BA
332|332|332|21.46002|95.3884|Waubesa||Myingyan|||MM
333|333|333|13.8164|123.3261|Maryland||Tinambac|||PH
334|334|334|-7.4843|108.6031|Rowland||Sukamulya|||ID
335|335|335|48.8129|2.3417|Mayfield|A8|Gentilly|94254 CEDEX|Île-de-France|FR
336|336|336|46.16667|112.95|Burning Wood||Hatavch|||MN
337|337|337|18.53917|-72.335|Beilfuss||Port-au-Prince|||HT
338|338|338|20.16303|-76.94443|Oriole||Bartolomé Masó|||CU
339|339|339|49.83597|35.61223|Hintze||Valky|||UA
340|340|340|49.68861|5.91472|Dennis||Hobscheid|||LU
341|341|341|-12.43028|-39.25139|Blaine||Santo Estêvão|||BR
342|342|342|28.34972|107.85333|Washington||Fengle|||CN
343|343|343|5.9597|10.14597|Scott||Bamenda|||CM
344|344|344|32.67381|35.75013|Mallory||Malkā|||JO
345|345|345|27.06865|114.11124|Comanche||Tailing|||CN
346|346|346|28.62833|112.6975|Mesta||Xinquansi|||CN
347|347|347|0.5049|117.5279|Glendale||Sangatta|||ID
348|348|348|29.32363|108.60396|Spenser||Xinhua|||CN
349|349|349|53.23745|50.05971|Sloan||Rozhdestveno|||RU
350|350|350|-13.52264|-71.96734|Merrick||Cusco|||PE
351|351|351|31.65811|119.02772|Annamark||Yongyang|||CN
352|352|352|||Lighthouse Bay|42|Ribeira Quente|9675-165|Ilha de São Miguel|PT
353|353|353|-8.7289|122.1726|7th||Lela|||ID
354|354|354|13.99661|121.30918|Summerview||Santisimo Rosario|||PH
355|355|355|39.8955|-8.603|Lakeland|10|Marinha|2425-838|Leiria|PT
356|356|356|-8.03|111.4537|Butternut||Tiron|||ID
357|357|357|34.90704|36.40444|Cordelia||‘Awaj|||SY
358|358|358|48.8919|2.239|South|A8|Paris La Défense|92907 CEDEX|Île-de-France|FR
359|359|359|16.75998|96.52498|Nancy||Thongwa|||MM
360|360|360|27.52173|114.06927|Stone Corner||Xinquan|||CN
361|361|361|29.92837|119.5907|Blue Bill Park||Gaoxiang|||CN
362|362|362|-26.30444|-48.84556|Linden||Joinville|||BR
363|363|363|41.65917|123.33917|Clarendon||Sujiatun|||CN
364|364|364|34.56954|109.59966|Erie||Xinyi|||CN
365|365|365|39.62953|113.11367|Corben||Zangzhai|||CN
366|366|366|-7.0943|113.7045|Marcy||Barru|||ID
367|367|367|-7.3574|108.6382|1st||Sinargalih|||ID
368|368|368|52.2317|35.3767|Hooker||Mikhaylovka|||RU
369|369|369|-15.0725|-57.18111|Dayton||Barra do Bugres|||BR
370|370|370|4.14924|-74.88429|Morning||Espinal|||CO
371|371|371|23.10787|91.97006|Roxbury||Khagrachhari|||BD
372|372|372|39.0521|117.24705|Kim||Donghai|||CN
373|373|373|43.77063|142.36489|Texas||Asahikawa|||JP
374|374|374|-11.265|-75.65083|Westend||Huasahuasi|||PE
375|375|375|0.66174|30.2748|Oak Valley||Fort Portal|||UG
376|376|376|-22.22111|-54.80556|Kim||Dourados|||BR
377|377|377|55.3475|59.69611|Burrows||Magnitka|||RU
378|378|378|34.72606|33.13872|Eastwood||Ágios Týchon|||CY
379|379|379|-38.93392|-67.99032|Butternut||Cipolletti|||AR
380|380|380|51.57419|17.67434|Westridge||Odolanów|||PL
381|381|381|10.06|125.16056|Mandrake||San Francisco|||PH
382|382|382|49.61975|18.47286|Prairie Rose||Raškovice|||CZ
383|383|383|26.39812|118.4439|Bellgrove||Youxikou|||CN
384|384|384|30.92787|113.26416|Westridge||Wufu|||CN
385|385|385|34.68314|108.27722|Pankratz||Fengyang|||CN
386|386|386|15.29703|103.29192|Main||Satuek|||TH
387|387|387|-0.85833|-48.14167|Northland||Vigia|||BR
388|388|388|-8.0566|112.298|Hooker||Tambakan|||ID
389|389|389|-7.0844|108.4024|Monument||Cimenga|||ID
390|390|390|38.37444|111.97166|Hollow Ridge||Echeng|||CN
391|391|391|43.86083|21.40778|Logan||Paraćin|||RS
392|392|392|50.91671|-102.80099|Warbler||Melville|||CA
393|393|393|41.2833|-8.25|Grayhawk|13|Guilhabreu|4485-005|Porto|PT
394|394|394|31.07566|115.18184|Onsgard||Guishan|||CN
395|395|395|-8.7116|121.0397|Grover||Masu|||ID
396|396|396|49.75603|15.48486|6th||Habry|||CZ
397|397|397|10.37808|-74.88356|Red Cloud||Campo de la Cruz|||CO
398|398|398|35.77799|10.82617|Trailsway||Monastir|||TN
399|399|399|8.46667|-82.4|Mayfield||El Quiteño|||PA
400|400|400|35.59833|115.93472|Hoepker||Yuncheng|||CN
401|401|401|23.98374|113.9318|Heffernan||Shatian|||CN
402|402|402|9.55421|123.76956|Forster||Tawala|||PH
403|403|403|49.71532|23.91295|Bellgrove||Pustomyty|||UA
404|404|404|13.6325|122.2428|Ridge Oak||San Isidro|||PH
405|405|405|35.16667|138.68333|Esker||Fuji|||JP
406|406|406|46.80981|98.09006|Parkside||Bayanbulag|||MN
407|407|407|55.05|23.58333|Springs||Vilkija|||LT
408|408|408|-22.28194|-42.53111|Laurel||Nova Friburgo|||BR
